participant_type,participant_id,maze_size,maze_shape,maze_file,edit_distance,path_ratio,timestamp,json_file
human,20040130,7x7,triangle,7x7_triangle_28.npy,0.1836734693877551,0.1836734693877551,1753582838,20040130_7x7_triangle_1753582838.json
human,20040519,5x5,C,5x5_C_0.npy,0.0,0.28,1753613067,20040519_5x5_C_1753613067.json
human,20040519,5x5,Z,5x5_Z_3.npy,0.0,0.4,1753613111,20040519_5x5_Z_1753613111.json
human,20040519,5x5,cross,5x5_cross_1.npy,0.0,0.2,1753612772,20040519_5x5_cross_1753612772.json
human,20040519,5x5,spiral,5x5_spiral_1.npy,0.0,0.68,1753612826,20040519_5x5_spiral_1753612826.json
human,20040519,5x5,square,5x5_square_1.npy,0.0,0.32,1753612719,20040519_5x5_square_1753612719.json
human,20040519,5x5,triangle,5x5_triangle_3.npy,0.36,0.36,1753612901,20040519_5x5_triangle_1753612901.json
human,20040519,7x7,C,7x7_C_4.npy,0.0,0.14285714285714285,1753613353,20040519_7x7_C_1753613353.json
human,20040519,7x7,Z,7x7_Z_5.npy,0.0,0.20408163265306123,1753613398,20040519_7x7_Z_1753613398.json
human,20040519,7x7,cross,7x7_cross_9.npy,0.0,0.10204081632653061,1753613206,20040519_7x7_cross_1753613206.json
human,20040519,7x7,spiral,7x7_spiral_10.npy,0.08163265306122448,0.3469387755102041,1753613235,20040519_7x7_spiral_1753613235.json
human,20040519,7x7,square,7x7_square_22.npy,0.0,0.16326530612244897,1753613151,20040519_7x7_square_1753613151.json
human,20040519,7x7,triangle,7x7_triangle_8.npy,0.061224489795918366,0.1836734693877551,1753613306,20040519_7x7_triangle_1753613306.json
human,20040611,5x5,C,5x5_C_4.npy,0.0,0.28,1753601847,20040611_5x5_C_1753601847.json
human,20040611,5x5,Z,5x5_Z_4.npy,0.0,0.4,1753601902,20040611_5x5_Z_1753601902.json
human,20040611,5x5,cross,5x5_cross_4.npy,0.0,0.2,1753601609,20040611_5x5_cross_1753601609.json
human,20040611,5x5,spiral,5x5_spiral_1.npy,0.0,0.68,1753601699,20040611_5x5_spiral_1753601699.json
human,20040611,5x5,square,5x5_square_1.npy,0.0,0.32,1753601519,20040611_5x5_square_1753601519.json
human,20040611,5x5,triangle,5x5_triangle_0.npy,0.0,0.36,1753601788,20040611_5x5_triangle_1753601788.json
human,20040611,7x7,C,7x7_C_3.npy,0.0,0.14285714285714285,1753602251,20040611_7x7_C_1753602251.json
human,20040611,7x7,Z,7x7_Z_28.npy,0.0,0.20408163265306123,1753602299,20040611_7x7_Z_1753602299.json
human,20040611,7x7,cross,7x7_cross_28.npy,0.0,0.10204081632653061,1753602026,20040611_7x7_cross_1753602026.json
human,20040611,7x7,spiral,7x7_spiral_7.npy,0.0,0.3469387755102041,1753602092,20040611_7x7_spiral_1753602092.json
human,20040611,7x7,square,7x7_square_3.npy,0.0,0.16326530612244897,1753601963,20040611_7x7_square_1753601963.json
human,20040611,7x7,triangle,7x7_triangle_26.npy,0.14285714285714285,0.1836734693877551,1753602184,20040611_7x7_triangle_1753602184.json
